"";"ID_empresa";"categoria";"cla";"familia";"item";"desonerado";"CODIGO";"Descr_codigo";"UNID";"PRECO"
"23";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0012 - COMPACTACAO: ENERGIA AASHO INTERMEDIARIA";"FALSE";"01.001.0012-0";"COMPACTACAO: ENERGIA AASHO INTERMEDIARIA";"UN";"386.6"
"24";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0012 - COMPACTACAO: ENERGIA AASHO INTERMEDIARIA";"TRUE";"01.001.0012-A";"COMPACTACAO: ENERGIA AASHO INTERMEDIARIA";"UN";"352.27"
"25";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0013 - COMPACTACAO: ENERGIA AASHO MODIFICADA";"FALSE";"01.001.0013-0";"COMPACTACAO: ENERGIA AASHO MODIFICADA";"UN";"622.2"
"26";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0013 - COMPACTACAO: ENERGIA AASHO MODIFICADA";"TRUE";"01.001.0013-A";"COMPACTACAO: ENERGIA AASHO MODIFICADA";"UN";"566.95"
"27";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0014 - INDICE SUPORTE CALIFORNIA,POR 1 PONTO,COMPACTACAO COM ENERGIA PROCTOR NORMAL";"FALSE";"01.001.0014-0";"INDICE SUPORTE CALIFORNIA,POR 1 PONTO,COMPACTACAO COM ENERGIA PROCTOR NORMAL";"UN";"710.24"
"28";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0014 - INDICE SUPORTE CALIFORNIA,POR 1 PONTO,COMPACTACAO COM ENERGIA PROCTOR NORMAL";"TRUE";"01.001.0014-A";"INDICE SUPORTE CALIFORNIA,POR 1 PONTO,COMPACTACAO COM ENERGIA PROCTOR NORMAL";"UN";"647.18"
"29";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0015 - INDICE SUPORTE CALIFORNIA,POR 1 PONTO,COMPACTACAO COM ENERGIA AASHO INTERMEDIARIA";"FALSE";"01.001.0015-0";"INDICE SUPORTE CALIFORNIA,POR 1 PONTO,COMPACTACAO COM ENERGIA AASHO INTERMEDIARIA";"UN";"930.35"
"30";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0015 - INDICE SUPORTE CALIFORNIA,POR 1 PONTO,COMPACTACAO COM ENERGIA AASHO INTERMEDIARIA";"TRUE";"01.001.0015-A";"INDICE SUPORTE CALIFORNIA,POR 1 PONTO,COMPACTACAO COM ENERGIA AASHO INTERMEDIARIA";"UN";"847.74"
"31";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0016 - INDICE SUPORTE CALIFORNIA,POR 1 PONTO,COMPACTACAO COM ENERGIA AASHO MODIFICADA";"FALSE";"01.001.0016-0";"INDICE SUPORTE CALIFORNIA,POR 1 PONTO,COMPACTACAO COM ENERGIA AASHO MODIFICADA";"UN";"930.35"
"32";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0016 - INDICE SUPORTE CALIFORNIA,POR 1 PONTO,COMPACTACAO COM ENERGIA AASHO MODIFICADA";"TRUE";"01.001.0016-A";"INDICE SUPORTE CALIFORNIA,POR 1 PONTO,COMPACTACAO COM ENERGIA AASHO MODIFICADA";"UN";"847.74"
"33";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0017 - INDICE SUPORTE CALIFORNIA,POR 3 PONTOS,COMPACTACAO COM ENERGIA PROCTOR NORMAL";"FALSE";"01.001.0017-0";"INDICE SUPORTE CALIFORNIA,POR 3 PONTOS,COMPACTACAO COM ENERGIA PROCTOR NORMAL";"UN";"1488.75"
"34";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0017 - INDICE SUPORTE CALIFORNIA,POR 3 PONTOS,COMPACTACAO COM ENERGIA PROCTOR NORMAL";"TRUE";"01.001.0017-A";"INDICE SUPORTE CALIFORNIA,POR 3 PONTOS,COMPACTACAO COM ENERGIA PROCTOR NORMAL";"UN";"1356.56"
"35";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0018 - INDICE SUPORTE CALIFORNIA,POR 3 PONTOS,COMPACTACAO COM ENERGIA AASHO INTERMEDIARIA";"FALSE";"01.001.0018-0";"INDICE SUPORTE CALIFORNIA,POR 3 PONTOS,COMPACTACAO COM ENERGIA AASHO INTERMEDIARIA";"UN";"1612.93"
"36";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0018 - INDICE SUPORTE CALIFORNIA,POR 3 PONTOS,COMPACTACAO COM ENERGIA AASHO INTERMEDIARIA";"TRUE";"01.001.0018-A";"INDICE SUPORTE CALIFORNIA,POR 3 PONTOS,COMPACTACAO COM ENERGIA AASHO INTERMEDIARIA";"UN";"1469.72"
"37";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0019 - INDICE SUPORTE CALIFORNIA,POR 3 PONTOS,COMPACTACAO COM ENERGIA AASHO MODIFICADA";"FALSE";"01.001.0019-0";"INDICE SUPORTE CALIFORNIA,POR 3 PONTOS,COMPACTACAO COM ENERGIA AASHO MODIFICADA";"UN";"1737.13"
"38";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0019 - INDICE SUPORTE CALIFORNIA,POR 3 PONTOS,COMPACTACAO COM ENERGIA AASHO MODIFICADA";"TRUE";"01.001.0019-A";"INDICE SUPORTE CALIFORNIA,POR 3 PONTOS,COMPACTACAO COM ENERGIA AASHO MODIFICADA";"UN";"1582.89"
"39";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0020 - INDICE SUPORTE CALIFORNIA,POR 5 PONTOS,COMPACTACAO COM ENERGIA PROCTOR NORMAL";"FALSE";"01.001.0020-0";"INDICE SUPORTE CALIFORNIA,POR 5 PONTOS,COMPACTACAO COM ENERGIA PROCTOR NORMAL";"UN";"2358.13"
"40";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0020 - INDICE SUPORTE CALIFORNIA,POR 5 PONTOS,COMPACTACAO COM ENERGIA PROCTOR NORMAL";"TRUE";"01.001.0020-A";"INDICE SUPORTE CALIFORNIA,POR 5 PONTOS,COMPACTACAO COM ENERGIA PROCTOR NORMAL";"UN";"2148.74"
"41";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0021 - INDICE SUPORTE CALIFORNIA,POR 5 PONTOS,COMPACTACAO COM ENERGIA AASHO INTERMEDIARIA";"FALSE";"01.001.0021-0";"INDICE SUPORTE CALIFORNIA,POR 5 PONTOS,COMPACTACAO COM ENERGIA AASHO INTERMEDIARIA";"UN";"2604.91"
"42";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0021 - INDICE SUPORTE CALIFORNIA,POR 5 PONTOS,COMPACTACAO COM ENERGIA AASHO INTERMEDIARIA";"TRUE";"01.001.0021-A";"INDICE SUPORTE CALIFORNIA,POR 5 PONTOS,COMPACTACAO COM ENERGIA AASHO INTERMEDIARIA";"UN";"2373.61"
"43";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0022 - INDICE SUPORTE CALIFORNIA,POR 5 PONTOS,COMPACTACAO COM ENERGIA AASHO MODIFICADA";"FALSE";"01.001.0022-0";"INDICE SUPORTE CALIFORNIA,POR 5 PONTOS,COMPACTACAO COM ENERGIA AASHO MODIFICADA";"UN";"2729.11"
"44";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0022 - INDICE SUPORTE CALIFORNIA,POR 5 PONTOS,COMPACTACAO COM ENERGIA AASHO MODIFICADA";"TRUE";"01.001.0022-A";"INDICE SUPORTE CALIFORNIA,POR 5 PONTOS,COMPACTACAO COM ENERGIA AASHO MODIFICADA";"UN";"2486.78"
"45";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0023 - PERMEABILIDADE EM AMOSTRA NATURAL";"FALSE";"01.001.0023-0";"PERMEABILIDADE EM AMOSTRA NATURAL";"UN";"898.28"
"46";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0023 - PERMEABILIDADE EM AMOSTRA NATURAL";"TRUE";"01.001.0023-A";"PERMEABILIDADE EM AMOSTRA NATURAL";"UN";"818.52"
"47";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0024 - PERMEABILIDADE EM AMOSTRA MOLDADA ARGILOSA";"FALSE";"01.001.0024-0";"PERMEABILIDADE EM AMOSTRA MOLDADA ARGILOSA";"UN";"898.28"
"48";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0024 - PERMEABILIDADE EM AMOSTRA MOLDADA ARGILOSA";"TRUE";"01.001.0024-A";"PERMEABILIDADE EM AMOSTRA MOLDADA ARGILOSA";"UN";"818.52"
"49";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0025 - PERMEABILIDADE EM AMOSTRA DE AREIA";"FALSE";"01.001.0025-0";"PERMEABILIDADE EM AMOSTRA DE AREIA";"UN";"869.46"
"50";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0025 - PERMEABILIDADE EM AMOSTRA DE AREIA";"TRUE";"01.001.0025-A";"PERMEABILIDADE EM AMOSTRA DE AREIA";"UN";"792.26"
"51";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0026 - COMPRESSAO SIMPLES EM AMOSTRA NATURAL,POR CORPO DE PROVA";"FALSE";"01.001.0026-0";"COMPRESSAO SIMPLES EM AMOSTRA NATURAL,POR CORPO DE PROVA";"UN";"579.64"
"52";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0026 - COMPRESSAO SIMPLES EM AMOSTRA NATURAL,POR CORPO DE PROVA";"TRUE";"01.001.0026-A";"COMPRESSAO SIMPLES EM AMOSTRA NATURAL,POR CORPO DE PROVA";"UN";"528.17"
"53";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0027 - COMPRESSAO SIMPLES EM AMOSTRA MOLDADA,POR CORPO DE PROVA";"FALSE";"01.001.0027-0";"COMPRESSAO SIMPLES EM AMOSTRA MOLDADA,POR CORPO DE PROVA";"UN";"579.64"
"54";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0027 - COMPRESSAO SIMPLES EM AMOSTRA MOLDADA,POR CORPO DE PROVA";"TRUE";"01.001.0027-A";"COMPRESSAO SIMPLES EM AMOSTRA MOLDADA,POR CORPO DE PROVA";"UN";"528.17"
"55";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0028 - ADENSAMENTO EM AMOSTRA NATURAL";"FALSE";"01.001.0028-0";"ADENSAMENTO EM AMOSTRA NATURAL";"UN";"1828.77"
"56";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0028 - ADENSAMENTO EM AMOSTRA NATURAL";"TRUE";"01.001.0028-A";"ADENSAMENTO EM AMOSTRA NATURAL";"UN";"1666.39"
"57";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0029 - ADENSAMENTO EM AMOSTRA MOLDADA";"FALSE";"01.001.0029-0";"ADENSAMENTO EM AMOSTRA MOLDADA";"UN";"1828.77"
"58";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0029 - ADENSAMENTO EM AMOSTRA MOLDADA";"TRUE";"01.001.0029-A";"ADENSAMENTO EM AMOSTRA MOLDADA";"UN";"1666.39"
"59";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0030 - ADENSAMENTO:PAR DE ENSAIOS PARA DETERMINACAO DO FATOR DE CORRECAO DE COEFICIENTE DE RECALQUE";"FALSE";"01.001.0030-0";"ADENSAMENTO:PAR DE ENSAIOS PARA DETERMINACAO DO FATOR DE CORRECAO DE COEFICIENTE DE RECALQUE";"UN";"2118.59"
"60";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0030 - ADENSAMENTO:PAR DE ENSAIOS PARA DETERMINACAO DO FATOR DE CORRECAO DE COEFICIENTE DE RECALQUE";"TRUE";"01.001.0030-A";"ADENSAMENTO:PAR DE ENSAIOS PARA DETERMINACAO DO FATOR DE CORRECAO DE COEFICIENTE DE RECALQUE";"UN";"1930.48"
"61";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0031 - CISALHAMENTO LENTO,POR CORPO DE PROVA";"FALSE";"01.001.0031-0";"CISALHAMENTO LENTO,POR CORPO DE PROVA";"UN";"1671.7"
"62";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0031 - CISALHAMENTO LENTO,POR CORPO DE PROVA";"TRUE";"01.001.0031-A";"CISALHAMENTO LENTO,POR CORPO DE PROVA";"UN";"1523.27"
"63";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0032 - CISALHAMENTO RAPIDO,POR CORPO DE PROVA";"FALSE";"01.001.0032-0";"CISALHAMENTO RAPIDO,POR CORPO DE PROVA";"UN";"1671.7"
"64";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0032 - CISALHAMENTO RAPIDO,POR CORPO DE PROVA";"TRUE";"01.001.0032-A";"CISALHAMENTO RAPIDO,POR CORPO DE PROVA";"UN";"1523.27"
"65";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0033 - TRIAXIAL DRENADO,EM AMOSTRA NATURAL,POR CORPO DE PROVA";"FALSE";"01.001.0033-0";"TRIAXIAL DRENADO,EM AMOSTRA NATURAL,POR CORPO DE PROVA";"UN";"5391.96"
"66";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0033 - TRIAXIAL DRENADO,EM AMOSTRA NATURAL,POR CORPO DE PROVA";"TRUE";"01.001.0033-A";"TRIAXIAL DRENADO,EM AMOSTRA NATURAL,POR CORPO DE PROVA";"UN";"4913.19"
"67";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0034 - TRIAXIAL DRENADO,EM AMOSTRA MOLDADA,POR CORPO DE PROVA";"FALSE";"01.001.0034-0";"TRIAXIAL DRENADO,EM AMOSTRA MOLDADA,POR CORPO DE PROVA";"UN";"5798.63"
"68";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0034 - TRIAXIAL DRENADO,EM AMOSTRA MOLDADA,POR CORPO DE PROVA";"TRUE";"01.001.0034-A";"TRIAXIAL DRENADO,EM AMOSTRA MOLDADA,POR CORPO DE PROVA";"UN";"5283.75"
"69";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0035 - TRIAXIAL NAO DRENADO,EM AMOSTRA NATURAL,POR CORPO DE PROVA";"FALSE";"01.001.0035-0";"TRIAXIAL NAO DRENADO,EM AMOSTRA NATURAL,POR CORPO DE PROVA";"UN";"2022.86"
"70";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0035 - TRIAXIAL NAO DRENADO,EM AMOSTRA NATURAL,POR CORPO DE PROVA";"TRUE";"01.001.0035-A";"TRIAXIAL NAO DRENADO,EM AMOSTRA NATURAL,POR CORPO DE PROVA";"UN";"1843.24"
"71";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0036 - TRIAXIAL NAO DRENADO,EM AMOSTRA MOLDADA,POR CORPO DE PROVA";"FALSE";"01.001.0036-0";"TRIAXIAL NAO DRENADO,EM AMOSTRA MOLDADA,POR CORPO DE PROVA";"UN";"2292.81"
"72";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0036 - TRIAXIAL NAO DRENADO,EM AMOSTRA MOLDADA,POR CORPO DE PROVA";"TRUE";"01.001.0036-A";"TRIAXIAL NAO DRENADO,EM AMOSTRA MOLDADA,POR CORPO DE PROVA";"UN";"2089.22"
"73";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0037 - TRIAXIAL NAO DRENADO,PRE-ADENSADO,EM AMOSTRA NATURAL,POR CORPO DE PROVA";"FALSE";"01.001.0037-0";"TRIAXIAL NAO DRENADO,PRE-ADENSADO,EM AMOSTRA NATURAL,POR CORPO DE PROVA";"UN";"2965.92"
"74";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0037 - TRIAXIAL NAO DRENADO,PRE-ADENSADO,EM AMOSTRA NATURAL,POR CORPO DE PROVA";"TRUE";"01.001.0037-A";"TRIAXIAL NAO DRENADO,PRE-ADENSADO,EM AMOSTRA NATURAL,POR CORPO DE PROVA";"UN";"2702.57"
"75";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0038 - TRIAXIAL NAO DRENADO,PRE-ADENSADO,EM AMOSTRA MOLDADA,POR CORPO DE PROVA";"FALSE";"01.001.0038-0";"TRIAXIAL NAO DRENADO,PRE-ADENSADO,EM AMOSTRA MOLDADA,POR CORPO DE PROVA";"UN";"3155.23"
"76";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0038 - TRIAXIAL NAO DRENADO,PRE-ADENSADO,EM AMOSTRA MOLDADA,POR CORPO DE PROVA";"TRUE";"01.001.0038-A";"TRIAXIAL NAO DRENADO,PRE-ADENSADO,EM AMOSTRA MOLDADA,POR CORPO DE PROVA";"UN";"2875.07"
"77";2;"01 - SERVIÇOS DE ESCRITÓRIO, LABORATÓRIO E CAMPO";NA;"001 - Ensaios e Pesquisas em Solo";"0039 - DURABILIDADE POR MOLHAGEM E SECAGEM,EM SOLO-CIMENTO,POR ENSAIO";"FALSE";"01.001.0039-0";"DURABILIDADE POR MOLHAGEM E SECAGEM,EM SOLO-CIMENTO,POR ENSAIO";"UN";"1135.88"
